"specimen","species","signal","sex","body_length","location","sensillum_type","olfactory_type","mean_dists","density","fraction","counts"
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F6","all",NA,20.3675155692739,0.00444569231208446,1,82
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F7","mechano",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F7","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F7","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F7","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F7","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F7","olfactory",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F7","all",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F8","mechano",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F8","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F8","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F8","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F8","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F8","olfactory",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F8","all",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F9","mechano",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F9","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F9","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F9","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F9","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F9","olfactory",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F9","all",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F10","mechano",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F10","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F10","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F10","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F10","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F10","olfactory",NA,NA,NA,NA,NA
"NCC Ent 2","Bicellonycha wickershamorum","visual","female","9.135","F10","all",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F1","mechano",NA,41.2452930401109,0.00136859756057133,0.576923076923077,60
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F1","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F1","olfactory","trichoid",31.4072997532203,0.000889588414371363,1,39
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F1","olfactory","basiconica",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F1","olfactory","capitular",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F1","olfactory",NA,30.179098287169,0.00100363821108564,0.423076923076923,39
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F1","all",NA,29.3458663333789,0.00237223577165697,1,104
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F2","mechano",NA,46.0715405242208,0.00120208357237258,0.914285714285714,96
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F2","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F2","olfactory","trichoid",65.608924429499,0.00011269533490993,1,9
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F2","olfactory","basiconica",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F2","olfactory","capitular",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F2","olfactory",NA,65.608924429499,0.00011269533490993,0.0857142857142857,9
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F2","all",NA,43.5798484915228,0.00131477890728251,1,105
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F3","mechano",NA,40.5515917341066,0.00142885277927202,0.558823529411765,76
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F3","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F3","olfactory","trichoid",45.6918039329097,0.000958835417669383,1,51
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F3","olfactory","basiconica",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F3","olfactory","capitular",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F3","olfactory",NA,42.5321808826418,0.00112804166784633,0.441176470588235,51
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F3","all",NA,29.3459733794644,0.00255689444711836,1,136
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F4","mechano",NA,39.7120902998161,0.00168092827000621,0.529411764705882,72
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F4","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F4","olfactory","trichoid",41.0797270907399,0.00149415846222774,1,64
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F4","olfactory","basiconica",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F4","olfactory","capitular",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F4","olfactory",NA,41.0797270907399,0.00149415846222774,0.470588235294118,64
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F4","all",NA,28.7508584878124,0.00317508673223396,1,136
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F5","mechano",NA,50.1367916566028,0.0012001376695549,0.592233009708738,61
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F5","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F5","olfactory","trichoid",55.0604262342655,0.000767301132994117,1,39
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F5","olfactory","basiconica",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F5","olfactory","capitular",NA,NA,0,0
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F5","olfactory",NA,53.1223536887169,0.000826324297070587,0.407766990291262,39
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F5","all",NA,35.2808866563855,0.00202646196662549,1,103
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F6","mechano",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F6","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F6","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F6","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F6","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F6","olfactory",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F6","all",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F7","mechano",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F7","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F7","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F7","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F7","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F7","olfactory",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F7","all",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F8","mechano",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F8","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F8","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F8","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F8","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F8","olfactory",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F8","all",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F9","mechano",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F9","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F9","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F9","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F9","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F9","olfactory",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F9","all",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F10","mechano",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F10","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F10","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F10","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F10","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F10","olfactory",NA,NA,NA,NA,NA
"NCC Ent 3","Bicellonycha wickershamorum","visual","female","9.135","F10","all",NA,NA,NA,NA,NA
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F1","mechano",NA,27.4777785456161,0.0029007864346138,0.918032786885246,56
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F1","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F1","olfactory","trichoid",36.1383113055394,0.000258998788804803,1,5
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F1","olfactory","basiconica",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F1","olfactory","capitular",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F1","olfactory",NA,36.1383113055394,0.000258998788804803,0.0819672131147541,5
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F1","all",NA,26.2698333301096,0.0031597852234186,1,61
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F2","mechano",NA,27.5745885639188,0.00257390020992229,0.578125,74
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F2","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F2","olfactory","trichoid",29.4013823335286,0.00149564471657646,1,43
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F2","olfactory","basiconica",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F2","olfactory","capitular",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F2","olfactory",NA,26.3060750758322,0.00187825150453789,0.421875,43
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F2","all",NA,20.7101356295484,0.00445215171446017,1,128
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F3","mechano",NA,30.2686137231641,0.00207435708319291,0.575471698113208,61
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F3","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F3","olfactory","trichoid",33.7047957554082,0.00125821659144488,1,37
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F3","olfactory","basiconica",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F3","olfactory","capitular",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F3","olfactory",NA,30.7460153758538,0.00153026342202756,0.424528301886792,37
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F3","all",NA,22.3309082917671,0.00360462050522047,1,106
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F4","mechano",NA,30.1009765908928,0.0021818123401532,0.584905660377358,62
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F4","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F4","olfactory","trichoid",26.2924541789288,0.00130204929976885,1,37
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F4","olfactory","basiconica",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F4","olfactory","capitular",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F4","olfactory",NA,26.3071102343044,0.00154838295107647,0.415094339622642,37
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F4","all",NA,22.1035271124684,0.00373019529122967,1,106
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F5","mechano",NA,28.4656492732969,0.00244549495585894,0.584269662921348,52
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F5","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F5","olfactory","trichoid",31.0229439031488,0.00131680497623174,1,28
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F5","olfactory","basiconica",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F5","olfactory","capitular",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F5","olfactory",NA,27.7841953995199,0.00174006371859194,0.415730337078652,28
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F5","all",NA,21.5274368312096,0.00418555867445089,1,89
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F6","mechano",NA,25.3175688884482,0.00289546295341256,0.595744680851064,56
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F6","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F6","olfactory","trichoid",25.263450396384,0.00196477843267281,1,38
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F6","olfactory","basiconica",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F6","olfactory","capitular",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F6","olfactory",NA,25.263450396384,0.00196477843267281,0.404255319148936,38
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F6","all",NA,19.0816086329006,0.00486024138608537,1,94
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F7","mechano",NA,23.6277097257731,0.00323239873721958,0.637254901960784,65
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F7","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F7","olfactory","trichoid",26.602345186008,0.00183998081964807,1,37
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F7","olfactory","basiconica",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F7","olfactory","capitular",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F7","olfactory",NA,26.602345186008,0.00183998081964807,0.362745098039216,37
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F7","all",NA,18.7954899374133,0.00507237955686765,1,102
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F8","mechano",NA,21.7598828774352,0.00387245665309452,0.71578947368421,68
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F8","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F8","olfactory","trichoid",29.2808019409084,0.00153759308284635,1,27
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F8","olfactory","basiconica",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F8","olfactory","capitular",NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F8","olfactory",NA,29.2808019409084,0.00153759308284635,0.28421052631579,27
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F8","all",NA,18.110830840936,0.00541004973594087,1,95
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F9","mechano",NA,22.108876770393,0.00439803073144723,1,68
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F9","hygro-thermo",NA,NA,NA,0,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F9","olfactory","trichoid",NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F9","olfactory","basiconica",NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F9","olfactory","capitular",NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F9","olfactory",NA,NA,NA,NA,0
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F9","all",NA,22.108876770393,0.00439803073144723,1,68
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F10","mechano",NA,NA,NA,NA,NA
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F10","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F10","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F10","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F10","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F10","olfactory",NA,NA,NA,NA,NA
"NCC Ent 4","Photinus scintillans","visual","male","7.637","F10","all",NA,NA,NA,NA,NA
"NCC Ent 5","Photuris sp","visual","male","11.049","F1","mechano",NA,38.7323208194625,0.00159580292995215,1,37
"NCC Ent 5","Photuris sp","visual","male","11.049","F1","hygro-thermo",NA,NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F1","olfactory","trichoid",NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F1","olfactory","basiconica",NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F1","olfactory","capitular",NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F1","olfactory",NA,NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F1","all",NA,38.7323208194625,0.00159580292995215,1,37
"NCC Ent 5","Photuris sp","visual","male","11.049","F2","mechano",NA,39.9377610634691,0.00155013210085879,0.590909090909091,52
"NCC Ent 5","Photuris sp","visual","male","11.049","F2","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F2","olfactory","trichoid",37.3525612778217,0.00107316837751763,1,36
"NCC Ent 5","Photuris sp","visual","male","11.049","F2","olfactory","basiconica",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F2","olfactory","capitular",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F2","olfactory",NA,37.3525612778217,0.00107316837751763,0.409090909090909,36
"NCC Ent 5","Photuris sp","visual","male","11.049","F2","all",NA,29.3996850600634,0.00262330047837642,1,88
"NCC Ent 5","Photuris sp","visual","male","11.049","F3","mechano",NA,35.7134855805439,0.00162633390126152,0.555555555555556,50
"NCC Ent 5","Photuris sp","visual","male","11.049","F3","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F3","olfactory","trichoid",34.7716711057794,0.00130106712100922,1,40
"NCC Ent 5","Photuris sp","visual","male","11.049","F3","olfactory","basiconica",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F3","olfactory","capitular",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F3","olfactory",NA,34.7716711057794,0.00130106712100922,0.444444444444444,40
"NCC Ent 5","Photuris sp","visual","male","11.049","F3","all",NA,26.2318357887392,0.00292740102227074,1,90
"NCC Ent 5","Photuris sp","visual","male","11.049","F4","mechano",NA,39.3710247326354,0.00175084556468279,0.571428571428571,56
"NCC Ent 5","Photuris sp","visual","male","11.049","F4","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F4","olfactory","trichoid",39.4287591806285,0.00131313417351209,1,42
"NCC Ent 5","Photuris sp","visual","male","11.049","F4","olfactory","basiconica",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F4","olfactory","capitular",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F4","olfactory",NA,39.4287591806285,0.00131313417351209,0.428571428571429,42
"NCC Ent 5","Photuris sp","visual","male","11.049","F4","all",NA,27.9729980020659,0.00306397973819488,1,98
"NCC Ent 5","Photuris sp","visual","male","11.049","F5","mechano",NA,36.9662641661333,0.00165688733304881,0.505154639175258,49
"NCC Ent 5","Photuris sp","visual","male","11.049","F5","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F5","olfactory","trichoid",32.4414555666519,0.00162307330584373,1,48
"NCC Ent 5","Photuris sp","visual","male","11.049","F5","olfactory","basiconica",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F5","olfactory","capitular",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F5","olfactory",NA,32.4414555666519,0.00162307330584373,0.494845360824742,48
"NCC Ent 5","Photuris sp","visual","male","11.049","F5","all",NA,25.5421925309869,0.00327996063889254,1,97
"NCC Ent 5","Photuris sp","visual","male","11.049","F6","mechano",NA,37.5207865476188,0.00177849300778048,0.505376344086022,47
"NCC Ent 5","Photuris sp","visual","male","11.049","F6","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F6","olfactory","trichoid",32.2181127357118,0.00174065273101919,1,46
"NCC Ent 5","Photuris sp","visual","male","11.049","F6","olfactory","basiconica",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F6","olfactory","capitular",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F6","olfactory",NA,32.2181127357118,0.00174065273101919,0.494623655913978,46
"NCC Ent 5","Photuris sp","visual","male","11.049","F6","all",NA,24.618668353234,0.00351914573879967,1,93
"NCC Ent 5","Photuris sp","visual","male","11.049","F7","mechano",NA,36.2087876754036,0.00169662241379058,0.459770114942529,40
"NCC Ent 5","Photuris sp","visual","male","11.049","F7","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F7","olfactory","trichoid",32.7109951931643,0.00169662241379058,1,40
"NCC Ent 5","Photuris sp","visual","male","11.049","F7","olfactory","basiconica",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F7","olfactory","capitular",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F7","olfactory",NA,29.7517822305744,0.00199353133620393,0.540229885057471,40
"NCC Ent 5","Photuris sp","visual","male","11.049","F7","all",NA,24.5344090195283,0.0036901537499945,1,87
"NCC Ent 5","Photuris sp","visual","male","11.049","F8","mechano",NA,29.710038520663,0.00272399120824047,0.581395348837209,50
"NCC Ent 5","Photuris sp","visual","male","11.049","F8","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F8","olfactory","trichoid",27.856184909416,0.00196127366993314,1,36
"NCC Ent 5","Photuris sp","visual","male","11.049","F8","olfactory","basiconica",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F8","olfactory","capitular",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F8","olfactory",NA,27.856184909416,0.00196127366993314,0.418604651162791,36
"NCC Ent 5","Photuris sp","visual","male","11.049","F8","all",NA,21.3827578644462,0.00468526487817361,1,86
"NCC Ent 5","Photuris sp","visual","male","11.049","F9","mechano",NA,27.5397135669638,0.00312280657189197,0.602409638554217,50
"NCC Ent 5","Photuris sp","visual","male","11.049","F9","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F9","olfactory","trichoid",28.0384116101328,0.0020610523374487,1,33
"NCC Ent 5","Photuris sp","visual","male","11.049","F9","olfactory","basiconica",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F9","olfactory","capitular",NA,NA,0,0
"NCC Ent 5","Photuris sp","visual","male","11.049","F9","olfactory",NA,28.0384116101328,0.0020610523374487,0.397590361445783,33
"NCC Ent 5","Photuris sp","visual","male","11.049","F9","all",NA,20.9400560446773,0.00518385890934067,1,83
"NCC Ent 5","Photuris sp","visual","male","11.049","F10","mechano",NA,NA,NA,NA,NA
"NCC Ent 5","Photuris sp","visual","male","11.049","F10","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 5","Photuris sp","visual","male","11.049","F10","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 5","Photuris sp","visual","male","11.049","F10","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 5","Photuris sp","visual","male","11.049","F10","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 5","Photuris sp","visual","male","11.049","F10","olfactory",NA,NA,NA,NA,NA
"NCC Ent 5","Photuris sp","visual","male","11.049","F10","all",NA,NA,NA,NA,NA
"NCC Ent 6","Photuris flavicollis","visual","male","11.3","F1","mechano",NA,30.404894685308,0.00224535265093684,0.557692307692308,58
"NCC Ent 6","Photuris flavicollis","visual","male","11.3","F1","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 6","Photuris flavicollis","visual","male","11.3","F1","olfactory","trichoid",33.311976381949,0.00178079693005336,1,46
"NCC Ent 6","Photuris flavicollis","visual","male","11.3","F1","olfactory","basiconica",NA,NA,0,0
"NCC Ent 6","Photuris flavicollis","visual","male","11.3","F1","olfactory","capitular",NA,NA,0,0
"NCC Ent 6","Photuris flavicollis","visual","male","11.3","F1","olfactory",NA,33.311976381949,0.00178079693005336,0.442307692307692,46
