Photo,Specimen,Species,Location,Sensillum_type,Olfactory_type,x,y,Number,Comments,,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,342.183,314.934,26,26 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,286.638,113.712,1,1 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,262.009,86.463,2,2 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,240,70.218,3,3 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,224.279,81.223,4,4 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,233.188,101.135,5,5 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,217.991,166.638,6,6 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,254.672,133.624,7,7 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,NA,259.913,215.895,8,8 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,basiconica,268.297,111.092,9,9 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,basiconica,248.384,186.55,10,10 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,257.293,156.157,11,11 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,basiconica,248.908,229.52,12,12 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,241.572,202.795,13,13 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,227.424,190.742,14,14 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,216.943,257.817,15,15 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,201.223,295.022,16,16 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,213.275,296.07,17,17 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,225.852,291.354,18,18 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,basiconica,236.856,270.917,19,19 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,257.817,259.913,20,20 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,257.817,300.262,21,21 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,313.362,214.323,22,22 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,325.939,213.799,23,23 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,331.179,230.044,24,24 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,341.135,247.336,25,25 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,341.135,265.677,26,26 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,348.996,144.629,27,27 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,345.852,164.541,28,28 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,olfactory,trichoid,234.76,38.253,29,29 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,248.889,32.778,1,1 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,236.111,37.778,2,2 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,265.556,54.444,3,3 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F4L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F4,mechano,NA,251.111,111.667,4,4 (yellow),,,,,,,,,,,,,,,,,,
